Student ID,Well versed with the subject,Explains concepts in an understandable way,Use of presentations,Degree of difficulty of assignments,Solves doubts willingly,Structuring of the course,Provides support for students going above and beyond,Course recommendation based on relevance,Feedback,Sentiment
347,6,8,7,3,5,1,2,8,The course was excellent and  relevant to my career.,Positive
237,10,4,5,8,7,8,2,8,The course was excellent and  relevant to my career.,Positive
642,5,7,6,8,9,6,6,7,The course was okay but could be improved.,Positive
506,9,7,4,1,5,7,5,1,The Course was very bad and poor.,Negative
646,7,8,5,4,7,8,8,8,The course was excellent and  relevant to my career.,Positive
382,10,10,7,5,2,3,6,3,The Course was very bad and poor.,Negative
256,6,7,4,5,9,8,6,5,The course was okay but could be improved.,Positive
327,8,8,5,10,2,1,10,5,The course was okay but could be improved.,Positive
624,7,3,7,10,2,1,8,8,The course was excellent and  relevant to my career.,Positive
155,8,8,8,10,3,9,7,3,The Course was very bad and poor.,Negative
578,8,10,7,4,5,8,7,6,The course was okay but could be improved.,Positive
640,10,9,4,10,2,4,3,1,The Course was very bad and poor.,Negative
997,9,8,8,6,8,3,3,10,The course was excellent and  relevant to my career.,Positive
242,7,9,5,4,5,9,1,4,The Course was very bad and poor.,Negative
344,7,6,8,9,8,3,8,5,The course was okay but could be improved.,Positive
699,9,5,4,8,4,2,2,8,The course was excellent and  relevant to my career.,Positive
77,9,4,5,9,2,1,5,10,The course was excellent and  relevant to my career.,Positive
821,8,9,5,5,8,9,4,9,The course was excellent and  relevant to my career.,Positive
903,9,8,8,8,4,8,4,1,The Course was very bad and poor.,Negative
540,9,10,7,3,2,4,4,5,The course was okay but could be improved.,Positive
596,5,8,7,7,1,2,10,3,The Course was very bad and poor.,Negative
169,8,2,6,3,3,6,9,3,The Course was very bad and poor.,Negative
526,9,5,5,5,2,6,4,9,The course was excellent and  relevant to my career.,Positive
361,7,2,6,4,5,7,8,3,The Course was very bad and poor.,Negative
917,8,6,5,3,7,5,4,8,The course was excellent and  relevant to my career.,Positive
342,5,9,8,1,9,8,7,10,The course was excellent and  relevant to my career.,Positive
599,5,2,4,8,4,8,9,5,The course was okay but could be improved.,Positive
875,5,4,7,3,5,6,4,5,The course was okay but could be improved.,Positive
745,5,9,5,10,8,2,9,1,The Course was very bad and poor.,Negative
131,9,4,8,2,7,5,2,10,The course was excellent and  relevant to my career.,Positive
143,6,6,7,8,10,3,3,9,The course was excellent and  relevant to my career.,Positive
666,10,5,6,8,1,2,7,7,The course was okay but could be improved.,Positive
104,8,5,4,2,7,9,4,4,The Course was very bad and poor.,Negative
964,8,5,5,3,10,5,5,3,The Course was very bad and poor.,Negative
208,8,7,5,7,2,3,2,8,The course was excellent and  relevant to my career.,Positive
774,7,10,5,4,6,10,9,6,The course was okay but could be improved.,Positive
346,10,7,4,9,3,2,10,8,The course was excellent and  relevant to my career.,Positive
97,7,8,7,9,6,3,10,7,The course was okay but could be improved.,Positive
306,9,10,4,1,3,3,2,5,The course was okay but could be improved.,Positive
18,9,6,6,1,5,8,4,10,The course was excellent and  relevant to my career.,Positive
284,5,7,6,3,10,3,8,6,The course was okay but could be improved.,Positive
173,5,7,5,10,10,10,3,10,The course was excellent and  relevant to my career.,Positive
558,7,9,5,5,9,7,3,5,The course was okay but could be improved.,Positive
51,7,2,6,2,8,2,10,2,The Course was very bad and poor.,Negative
357,5,8,7,5,4,1,8,8,The course was excellent and  relevant to my career.,Positive
692,8,8,6,9,5,8,7,10,The course was excellent and  relevant to my career.,Positive
26,8,2,6,10,9,9,4,5,The course was okay but could be improved.,Positive
386,9,5,5,4,6,5,7,7,The course was okay but could be improved.,Positive
287,5,9,5,5,10,8,4,10,The course was excellent and  relevant to my career.,Positive
974,8,10,4,2,4,9,8,7,The course was okay but could be improved.,Positive
683,6,9,4,8,5,5,1,10,The course was excellent and  relevant to my career.,Positive
374,6,9,4,6,2,6,7,8,The course was excellent and  relevant to my career.,Positive
278,10,8,7,8,6,7,8,1,The Course was very bad and poor.,Negative
367,10,4,8,3,3,9,5,7,The course was okay but could be improved.,Positive
800,7,4,5,2,1,6,3,9,The course was excellent and  relevant to my career.,Positive
11,9,5,6,8,5,6,7,7,The course was okay but could be improved.,Positive
310,5,8,5,9,4,4,9,10,The course was excellent and  relevant to my career.,Positive
910,5,8,7,10,8,2,4,8,The course was excellent and  relevant to my career.,Positive
440,5,7,8,9,7,1,8,10,The course was excellent and  relevant to my career.,Positive
441,7,8,5,3,1,8,6,8,The course was excellent and  relevant to my career.,Positive
146,8,7,5,6,9,2,9,10,The course was excellent and  relevant to my career.,Positive
614,8,2,6,7,8,6,6,5,The course was okay but could be improved.,Positive
262,10,5,4,9,6,9,9,3,The Course was very bad and poor.,Negative
34,9,7,8,9,8,2,8,9,The course was excellent and  relevant to my career.,Positive
407,9,8,8,6,2,9,6,4,The Course was very bad and poor.,Negative
564,5,10,5,6,8,5,3,1,The Course was very bad and poor.,Negative
538,8,7,4,6,10,5,2,9,The course was excellent and  relevant to my career.,Positive
748,5,8,6,1,10,2,4,9,The course was excellent and  relevant to my career.,Positive
675,8,7,8,9,8,6,2,8,The course was excellent and  relevant to my career.,Positive
224,10,7,7,6,2,1,7,9,The course was excellent and  relevant to my career.,Positive
10,8,3,7,4,3,6,4,1,The Course was very bad and poor.,Negative
708,5,3,5,4,5,9,6,4,The Course was very bad and poor.,Negative
636,7,3,6,9,5,4,6,3,The Course was very bad and poor.,Negative
218,7,8,4,4,1,4,6,4,The Course was very bad and poor.,Negative
193,5,9,4,6,5,7,1,9,The course was excellent and  relevant to my career.,Positive
106,6,6,5,8,3,1,9,7,The course was okay but could be improved.,Positive
834,8,2,7,4,1,8,9,2,The Course was very bad and poor.,Negative
597,5,4,8,4,8,7,3,4,The Course was very bad and poor.,Negative
45,8,5,6,1,5,9,2,9,The course was excellent and  relevant to my career.,Positive
264,5,2,4,4,7,6,4,1,The Course was very bad and poor.,Negative
219,10,4,5,7,9,10,8,3,The Course was very bad and poor.,Negative
249,10,2,5,6,8,1,8,9,The course was excellent and  relevant to my career.,Positive
507,9,2,6,2,7,9,7,9,The course was excellent and  relevant to my career.,Positive
383,10,10,8,10,4,9,3,10,The course was excellent and  relevant to my career.,Positive
631,10,8,5,3,9,9,8,3,The Course was very bad and poor.,Negative
502,6,3,5,1,8,4,7,8,The course was excellent and  relevant to my career.,Positive
792,10,2,6,7,7,5,6,9,The course was excellent and  relevant to my career.,Positive
271,8,10,6,5,7,10,10,2,The Course was very bad and poor.,Negative
194,6,3,5,4,1,10,8,3,The Course was very bad and poor.,Negative
937,8,8,4,10,1,5,9,3,The Course was very bad and poor.,Negative
726,6,4,4,7,7,3,6,4,The Course was very bad and poor.,Negative
339,6,10,5,9,4,3,6,5,The course was okay but could be improved.,Positive
841,8,9,8,3,4,4,7,1,The Course was very bad and poor.,Negative
874,9,7,6,9,6,1,6,3,The Course was very bad and poor.,Negative
214,6,6,4,3,1,3,4,6,The course was okay but could be improved.,Positive
924,9,10,5,5,6,4,1,8,The course was excellent and  relevant to my career.,Positive
203,8,7,8,9,4,10,8,10,The course was excellent and  relevant to my career.,Positive
629,8,3,7,4,4,8,1,10,The course was excellent and  relevant to my career.,Positive
354,6,3,7,10,1,1,10,6,The course was okay but could be improved.,Positive
857,9,8,6,5,7,8,1,9,The course was excellent and  relevant to my career.,Positive
424,5,3,7,3,8,6,5,7,The course was okay but could be improved.,Positive
872,6,10,8,8,2,2,1,4,The Course was very bad and poor.,Negative
116,8,5,6,3,5,3,1,9,The course was excellent and  relevant to my career.,Positive
308,9,10,7,10,3,2,10,9,The course was excellent and  relevant to my career.,Positive
698,5,9,6,3,6,9,9,9,The course was excellent and  relevant to my career.,Positive
622,9,10,7,7,6,2,8,4,The Course was very bad and poor.,Negative
103,9,6,4,6,1,3,10,6,The course was okay but could be improved.,Positive
464,5,4,8,6,4,10,1,6,The course was okay but could be improved.,Positive
870,10,4,6,3,8,2,3,7,The course was okay but could be improved.,Positive
351,8,5,8,10,1,9,7,7,The course was okay but could be improved.,Positive
628,10,10,4,7,1,7,3,9,The course was excellent and  relevant to my career.,Positive
33,8,5,6,1,8,7,7,2,The Course was very bad and poor.,Negative
972,7,9,4,1,1,2,1,10,The course was excellent and  relevant to my career.,Positive
535,5,10,5,9,9,8,1,9,The course was excellent and  relevant to my career.,Positive
959,8,4,5,5,10,7,3,2,The Course was very bad and poor.,Negative
794,10,4,4,8,6,8,6,9,The course was excellent and  relevant to my career.,Positive
313,5,7,7,3,7,10,1,1,The Course was very bad and poor.,Negative
127,5,8,4,9,7,7,7,6,The course was okay but could be improved.,Positive
245,10,6,4,9,9,2,7,7,The course was okay but could be improved.,Positive
773,9,5,8,9,1,10,4,8,The course was excellent and  relevant to my career.,Positive
69,8,6,6,1,9,1,9,7,The course was okay but could be improved.,Positive
141,8,6,6,5,4,9,5,2,The Course was very bad and poor.,Negative
139,8,3,4,10,6,1,1,5,The course was okay but could be improved.,Positive
398,6,9,6,10,7,4,5,9,The course was excellent and  relevant to my career.,Positive
889,7,6,8,6,6,6,7,10,The course was excellent and  relevant to my career.,Positive
995,6,7,8,3,7,7,8,7,The course was okay but could be improved.,Positive
757,9,5,7,9,7,8,9,1,The Course was very bad and poor.,Negative
783,5,2,8,2,8,5,7,3,The Course was very bad and poor.,Negative
420,5,8,8,6,2,4,10,3,The Course was very bad and poor.,Negative
790,7,5,6,2,3,1,6,6,The course was okay but could be improved.,Positive
592,7,2,7,10,8,9,5,1,The Course was very bad and poor.,Negative
978,6,5,8,9,6,6,2,9,The course was excellent and  relevant to my career.,Positive
735,6,4,6,1,7,6,1,5,The course was okay but could be improved.,Positive
731,5,10,6,9,5,10,5,2,The Course was very bad and poor.,Negative
932,6,6,4,5,5,3,6,1,The Course was very bad and poor.,Negative
497,6,4,8,4,6,10,1,6,The course was okay but could be improved.,Positive
813,8,10,5,8,4,7,5,2,The Course was very bad and poor.,Negative
2,10,2,7,3,10,4,4,7,The course was okay but could be improved.,Positive
649,9,2,6,10,4,9,4,2,The Course was very bad and poor.,Negative
455,8,5,4,2,7,4,1,2,The Course was very bad and poor.,Negative
593,5,3,5,3,9,10,9,9,The course was excellent and  relevant to my career.,Positive
206,10,8,5,4,8,9,10,6,The course was okay but could be improved.,Positive
847,7,10,5,7,1,9,10,4,The Course was very bad and poor.,Negative
233,8,7,7,7,9,2,8,2,The Course was very bad and poor.,Negative
87,5,10,8,4,8,10,1,9,The course was excellent and  relevant to my career.,Positive
333,6,3,7,6,9,9,9,1,The Course was very bad and poor.,Negative
738,8,2,5,7,2,7,6,5,The course was okay but could be improved.,Positive
350,5,6,6,1,8,7,10,10,The course was excellent and  relevant to my career.,Positive
805,8,8,7,10,6,2,2,6,The course was okay but could be improved.,Positive
700,9,8,6,1,9,6,9,1,The Course was very bad and poor.,Negative
92,7,6,7,3,2,1,7,6,The course was okay but could be improved.,Positive
68,5,5,8,8,7,6,10,4,The Course was very bad and poor.,Negative
746,10,5,6,7,1,1,6,1,The Course was very bad and poor.,Negative
741,7,9,7,3,10,8,10,5,The course was okay but could be improved.,Positive
581,9,10,8,2,5,6,7,10,The course was excellent and  relevant to my career.,Positive
677,9,6,6,9,1,10,7,1,The Course was very bad and poor.,Negative
442,7,8,5,10,8,3,6,4,The Course was very bad and poor.,Negative
749,9,9,5,2,9,1,10,1,The Course was very bad and poor.,Negative
25,5,6,4,10,4,1,8,3,The Course was very bad and poor.,Negative
936,6,7,6,4,1,8,4,10,The course was excellent and  relevant to my career.,Positive
90,9,10,6,7,8,1,2,7,The course was okay but could be improved.,Positive
715,6,9,6,5,9,1,6,6,The course was okay but could be improved.,Positive
240,9,9,7,10,5,7,1,6,The course was okay but could be improved.,Positive
13,6,6,6,3,10,7,2,1,The Course was very bad and poor.,Negative
126,7,4,6,4,1,5,2,1,The Course was very bad and poor.,Negative
761,5,9,6,10,10,1,10,6,The course was okay but could be improved.,Positive
302,8,4,6,7,1,4,1,8,The course was excellent and  relevant to my career.,Positive
650,8,4,7,9,10,2,8,3,The Course was very bad and poor.,Negative
365,10,5,5,3,5,2,3,5,The course was okay but could be improved.,Positive
905,5,9,6,8,10,2,1,1,The Course was very bad and poor.,Negative
415,9,3,5,1,8,9,9,2,The Course was very bad and poor.,Negative
397,10,7,8,6,6,6,2,6,The course was okay but could be improved.,Positive
435,9,9,7,4,1,1,7,5,The course was okay but could be improved.,Positive
945,9,3,8,2,4,9,1,1,The Course was very bad and poor.,Negative
930,8,7,5,1,3,7,2,1,The Course was very bad and poor.,Negative
687,5,9,7,9,3,1,9,5,The course was okay but could be improved.,Positive
852,5,10,5,4,3,10,8,6,The course was okay but could be improved.,Positive
712,6,5,5,7,8,2,9,7,The course was okay but could be improved.,Positive
470,6,10,6,6,7,1,1,2,The Course was very bad and poor.,Negative
43,6,5,4,1,10,7,4,1,The Course was very bad and poor.,Negative
550,5,3,7,8,2,7,7,8,The course was excellent and  relevant to my career.,Positive
844,8,6,4,1,1,8,10,9,The course was excellent and  relevant to my career.,Positive
150,6,5,8,5,2,10,1,6,The course was okay but could be improved.,Positive
168,6,3,8,2,8,10,7,3,The Course was very bad and poor.,Negative
519,8,7,7,6,10,10,4,3,The Course was very bad and poor.,Negative
531,9,8,7,6,3,8,3,7,The course was okay but could be improved.,Positive
643,9,7,7,7,2,4,3,7,The course was okay but could be improved.,Positive
428,6,9,4,4,8,6,2,5,The course was okay but could be improved.,Positive
659,9,4,8,10,6,6,3,8,The course was excellent and  relevant to my career.,Positive
766,10,2,4,3,4,6,9,4,The Course was very bad and poor.,Negative
732,9,2,6,9,4,2,10,10,The course was excellent and  relevant to my career.,Positive
916,10,4,7,3,10,10,7,8,The course was excellent and  relevant to my career.,Positive
979,9,4,7,10,5,2,4,2,The Course was very bad and poor.,Negative
372,5,7,7,9,3,5,10,4,The Course was very bad and poor.,Negative
778,9,4,8,9,8,5,7,4,The Course was very bad and poor.,Negative
579,10,3,7,8,9,1,8,8,The course was excellent and  relevant to my career.,Positive
320,9,6,7,4,3,9,10,2,The Course was very bad and poor.,Negative
645,5,9,6,6,8,5,10,8,The course was excellent and  relevant to my career.,Positive
5,6,7,4,2,3,8,10,7,The course was okay but could be improved.,Positive
294,7,5,4,1,6,2,9,6,The course was okay but could be improved.,Positive
117,8,2,5,10,5,4,3,2,The Course was very bad and poor.,Negative
555,9,2,8,7,2,1,3,10,The course was excellent and  relevant to my career.,Positive
29,6,9,5,1,6,10,4,5,The course was okay but could be improved.,Positive
259,8,3,8,9,7,4,10,7,The course was okay but could be improved.,Positive
47,8,4,4,9,10,10,2,6,The course was okay but could be improved.,Positive
678,8,10,5,2,7,4,1,7,The course was okay but could be improved.,Positive
543,8,2,4,9,3,3,3,4,The Course was very bad and poor.,Negative
908,5,2,5,3,2,10,4,8,The course was excellent and  relevant to my career.,Positive
586,8,2,4,9,8,8,7,7,The course was okay but could be improved.,Positive
98,9,9,7,2,3,3,8,4,The Course was very bad and poor.,Negative
55,8,7,6,2,5,7,7,9,The course was excellent and  relevant to my career.,Positive
913,5,5,6,5,6,7,6,1,The Course was very bad and poor.,Negative
199,9,5,8,3,8,1,1,2,The Course was very bad and poor.,Negative
539,10,2,7,4,3,4,10,1,The Course was very bad and poor.,Negative
759,7,2,4,2,1,5,9,9,The course was excellent and  relevant to my career.,Positive
